CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime,CO(GT)_class_t+0,CO(GT)_t+1h,CO(GT)_class_t+1,CO(GT)_t+6h,CO(GT)_class_t+6,CO(GT)_t+12h,CO(GT)_class_t+12,CO(GT)_t+24h,CO(GT)_class_t+24,CO(GT)_t-1h,CO(GT)_t-2h,CO(GT)_t-3h,CO(GT)_roll_mean_3h,CO(GT)_roll_std_3h,CO(GT)_roll_mean_6h,CO(GT)_roll_std_6h,CO(GT)_roll_mean_12h,CO(GT)_roll_std_12h,weekday,month,hour,weekday_sin,weekday_cos,hour_sin,hour_cos
,975.0,11.1,1017.0,,930.0,,1668.0,801.0,27.0,29.3,1.0277,2004-06-04 13:00:00,high,,high,3.6,high,1.5,mid,1.4,low,,,,,,,,,,4,6,13,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890683
,927.0,8.1,905.0,,1016.0,,1554.0,711.0,27.0,29.6,1.0419,2004-06-04 14:00:00,high,,high,2.9,high,1.6,mid,1.0,low,,,,,,,,,,4,6,14,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388
,993.0,10.2,985.0,,950.0,,1680.0,790.0,25.8,32.6,1.072,2004-06-04 15:00:00,high,2.7,high,1.9,mid,1.3,low,1.3,low,,,,,,,,,,4,6,15,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479
2.7,1053.0,13.3,1093.0,,873.0,,1749.0,924.0,26.2,32.6,1.0892,2004-06-04 16:00:00,high,3.6,high,2.0,mid,0.7,low,1.9,mid,,,,,,,,,,4,6,16,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004
3.6,1116.0,16.6,1198.0,,811.0,,1863.0,1045.0,28.3,27.5,1.0418,2004-06-04 17:00:00,high,3.3,high,2.9,high,0.7,low,1.7,mid,2.7,,,,,,,,,4,6,17,-0.433883739117558,-0.9009688679024191,-0.9659258262890683,-0.25881904510252063
3.3,1097.0,16.9,1206.0,,813.0,,1867.0,1088.0,26.5,29.7,1.0123,2004-06-04 18:00:00,high,3.6,high,2.7,high,1.2,low,2.3,mid,3.6,2.7,,3.199999999999999,0.45825756949558377,,,,,4,6,18,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
3.6,1116.0,17.5,1226.0,,792.0,,1938.0,1038.0,25.7,31.8,1.0317,2004-06-04 19:00:00,high,2.9,high,1.5,mid,1.5,mid,2.4,mid,3.3,3.6,2.7,3.4999999999999987,0.17320508075688715,,,,,4,6,19,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203
2.9,1057.0,13.1,1087.0,,871.0,,1769.0,981.0,24.4,35.2,1.0632,2004-06-04 20:00:00,high,1.9,mid,1.6,mid,1.5,mid,1.8,mid,3.6,3.3,3.6,3.2666666666666657,0.3511884584284244,,,,,4,6,20,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
1.9,973.0,9.2,949.0,,987.0,,1615.0,820.0,23.5,36.9,1.0518,2004-06-04 21:00:00,mid,2.0,mid,1.3,low,1.6,mid,0.6,low,2.9,3.6,3.3,2.7999999999999985,0.854400374531753,3.0,0.6511528238439883,,,4,6,21,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474
2.0,1016.0,10.0,977.0,,951.0,,1652.0,948.0,22.4,41.0,1.1006,2004-06-04 22:00:00,mid,2.9,high,0.7,low,1.1,low,0.8,low,1.9,2.9,3.6,2.2666666666666653,0.5507570547286096,2.8833333333333333,0.767897562612792,,,4,6,22,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2.9,1120.0,13.1,1088.0,,849.0,,1785.0,1067.0,21.7,44.7,1.1451,2004-06-04 23:00:00,high,2.7,high,0.7,low,1.1,low,1.7,mid,2.0,1.9,2.9,2.2666666666666653,0.5507570547286096,2.766666666666667,0.6860515043833564,,,4,6,23,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
2.7,1076.0,12.9,1080.0,,846.0,,1787.0,1070.0,21.1,48.1,1.1864,2004-06-05 00:00:00,high,1.5,mid,1.2,low,1.4,low,1.1,low,2.9,2.0,1.9,2.5333333333333323,0.4725815626252605,2.6666666666666665,0.6345602151621755,,,5,6,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
1.5,937.0,7.8,890.0,,970.0,,1625.0,877.0,20.7,50.0,1.203,2004-06-05 01:00:00,mid,1.6,mid,1.5,mid,1.4,low,0.6,low,2.7,2.9,2.0,2.3666666666666654,0.7571877794400359,2.316666666666667,0.5946988033169957,,,5,6,1,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
1.6,980.0,9.2,948.0,,888.0,,1702.0,1028.0,19.8,53.1,1.2093,2004-06-05 02:00:00,mid,1.3,low,1.5,mid,1.0,low,1.1,low,1.5,2.7,2.9,1.9333333333333325,0.6658328118479379,2.1,0.5761944116355175,,,5,6,2,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.3,937.0,6.9,853.0,,962.0,,1604.0,969.0,19.8,53.6,1.2214,2004-06-05 03:00:00,low,0.7,low,1.6,mid,1.3,low,1.1,low,1.6,1.5,2.7,1.4666666666666657,0.15275252316518345,2.0000000000000004,0.66332495807108,2.4999999999999996,0.8157539736063473,5,6,3,-0.9749279121818236,-0.2225209339563146,0.7071067811865475,0.7071067811865476
0.7,852.0,4.5,739.0,37.0,1095.0,63.0,1525.0,837.0,19.6,54.8,1.236,2004-06-05 04:00:00,low,0.7,low,1.1,low,1.9,mid,1.0,low,1.3,1.6,1.5,1.1999999999999988,0.45825756949557933,1.7833333333333334,0.849509662491644,2.333333333333333,0.9623204279555775,5,6,4,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
0.7,858.0,4.9,757.0,57.0,1066.0,71.0,1542.0,904.0,19.3,57.3,1.265,2004-06-05 05:00:00,low,1.2,low,1.1,low,1.7,mid,0.5,low,0.7,1.3,1.6,0.8999999999999989,0.3464101615137677,1.4166666666666667,0.7386925386564202,2.0916666666666663,0.9792931897624688,5,6,5,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
1.2,963.0,7.9,894.0,131.0,942.0,91.0,1702.0,1065.0,19.7,58.4,1.3254,2004-06-05 06:00:00,low,1.5,mid,1.4,low,2.3,mid,0.7,low,0.7,0.7,1.3,0.8666666666666654,0.28867513459480326,1.166666666666667,0.38815804341359006,1.9166666666666663,0.9301352133703542,5,6,6,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
1.5,966.0,7.4,874.0,171.0,969.0,95.0,1682.0,999.0,19.8,59.4,1.3554,2004-06-05 07:00:00,mid,1.5,mid,1.4,low,2.4,mid,1.0,low,1.2,0.7,0.7,1.1333333333333322,0.40414518843273234,1.166666666666667,0.38815804341359006,1.7416666666666665,0.7680652592223147,5,6,7,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,-0.25881904510252063
1.5,983.0,8.0,901.0,187.0,954.0,96.0,1691.0,986.0,20.9,54.8,1.3387,2004-06-05 08:00:00,mid,1.6,mid,1.0,low,1.8,mid,1.2,low,1.5,1.2,0.7,1.3999999999999988,0.173205080756877,1.1500000000000001,0.3674234614174764,1.6249999999999998,0.6770591487522267,5,6,8,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.49999999999999983
1.6,990.0,7.6,881.0,133.0,985.0,81.0,1685.0,874.0,22.4,47.9,1.2817,2004-06-05 09:00:00,mid,1.1,low,1.3,low,0.6,low,0.7,low,1.5,1.5,1.2,1.533333333333332,0.05773502691893444,1.2000000000000002,0.4098780306383837,1.5999999999999996,0.6714976477316134,5,6,9,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475
1.1,891.0,5.3,780.0,87.0,1110.0,68.0,1543.0,689.0,24.1,41.3,1.2202,2004-06-05 10:00:00,low,1.1,low,1.9,mid,0.8,low,0.9,low,1.6,1.5,1.5,1.3999999999999988,0.2645751311064519,1.2666666666666668,0.3386246693120075,1.5249999999999997,0.6730189785247845,5,6,10,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387
1.1,883.0,5.3,778.0,61.0,1130.0,57.0,1545.0,608.0,25.9,36.9,1.2133,2004-06-05 11:00:00,low,1.4,low,1.7,mid,1.7,mid,0.8,low,1.1,1.6,1.5,1.2666666666666655,0.2886751345948055,1.3333333333333333,0.22509257354845458,1.3749999999999998,0.522450519623193,5,6,11,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682
1.4,914.0,8.0,900.0,86.0,1010.0,68.0,1596.0,706.0,30.7,26.0,1.1287,2004-06-05 12:00:00,low,1.4,low,2.3,mid,1.1,low,0.8,low,1.1,1.1,1.6,1.1999999999999988,0.17320508075687457,1.366666666666667,0.21602468994692814,1.2666666666666664,0.3171845844395019,5,6,12,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
1.4,896.0,8.4,917.0,83.0,1017.0,72.0,1577.0,704.0,30.3,25.2,1.0652,2004-06-05 13:00:00,low,1.0,low,2.4,mid,0.6,low,0.5,low,1.4,1.1,1.1,1.2999999999999987,0.17320508075687563,1.3500000000000003,0.20736441353327664,1.258333333333333,0.31176428547376717,5,6,13,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890683
1.0,841.0,6.0,811.0,61.0,1135.0,62.0,1463.0,609.0,30.1,25.4,1.0641,2004-06-05 14:00:00,low,1.3,low,1.8,mid,1.1,low,0.5,low,1.4,1.4,1.1,1.2666666666666655,0.23094010767584106,1.2666666666666668,0.23380903889000187,1.208333333333333,0.2998737107921289,5,6,14,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
1.3,926.0,7.3,868.0,80.0,1048.0,75.0,1599.0,687.0,27.6,35.1,1.2764,2004-06-05 15:00:00,low,1.9,mid,0.6,low,1.1,low,0.7,low,1.0,1.4,1.4,1.2333333333333323,0.20816659994660275,1.2166666666666668,0.17224014243685004,1.208333333333333,0.2998737107921289,5,6,15,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479
1.9,1133.0,10.2,984.0,110.0,838.0,92.0,1897.0,976.0,26.6,47.6,1.6315,2004-06-05 16:00:00,mid,1.7,mid,0.8,low,1.0,low,0.9,low,1.3,1.0,1.4,1.3999999999999988,0.45825756949557966,1.3500000000000003,0.3146426544510451,1.3083333333333331,0.31466673086799374,5,6,16,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004
1.7,1042.0,9.0,939.0,108.0,917.0,89.0,1744.0,860.0,30.4,31.3,1.3331,2004-06-05 17:00:00,mid,2.3,mid,1.7,mid,0.5,low,1.0,low,1.9,1.3,1.0,1.6333333333333322,0.305505046330384,1.4500000000000002,0.3146426544510451,1.3916666666666664,0.2678477631835351,5,6,17,-0.9749279121818236,-0.2225209339563146,-0.9659258262890683,-0.25881904510252063
2.3,1124.0,14.0,1118.0,134.0,793.0,105.0,1915.0,1021.0,27.8,35.0,1.282,2004-06-05 18:00:00,mid,2.4,mid,1.1,low,0.7,low,1.2,low,1.7,1.9,1.3,1.9666666666666657,0.3055050463303855,1.5999999999999999,0.4647580015448898,1.4833333333333332,0.36639108100828965,5,6,18,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
2.4,1157.0,16.1,1183.0,133.0,738.0,111.0,1970.0,1079.0,26.6,37.9,1.2994,2004-06-05 19:00:00,mid,1.8,mid,0.6,low,1.0,low,1.3,low,2.3,1.7,1.9,2.133333333333332,0.37859388972001573,1.7666666666666666,0.5501514942874066,1.558333333333333,0.45218325595901465,5,6,19,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203
1.8,989.0,8.2,906.0,118.0,954.0,102.0,1681.0,826.0,23.4,44.4,1.2646,2004-06-05 20:00:00,mid,0.6,low,1.1,low,1.2,low,1.6,mid,2.4,2.3,1.7,2.166666666666665,0.32145502536642906,1.9000000000000004,0.40496913462633144,1.583333333333333,0.45693312288329196,5,6,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001
0.6,841.0,3.8,699.0,17.0,1123.0,30.0,1508.0,558.0,23.0,51.1,1.4175,2004-06-05 21:00:00,low,0.8,low,1.1,low,0.7,low,1.4,low,1.8,2.4,2.3,1.5999999999999988,0.9165151389911665,1.7833333333333334,0.6431692364119,1.4999999999999998,0.5376717484589533,5,6,21,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474
0.8,916.0,5.6,791.0,26.0,1007.0,43.0,1588.0,679.0,22.1,53.5,1.4087,2004-06-05 22:00:00,low,1.7,mid,1.0,low,0.9,low,1.7,mid,0.6,1.8,2.4,1.0666666666666655,0.642910050732861,1.5999999999999999,0.7509993342207434,1.4749999999999996,0.5642774945973743,5,6,22,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
1.7,1008.0,8.0,900.0,55.0,907.0,67.0,1681.0,850.0,21.6,53.6,1.3674,2004-06-05 23:00:00,mid,1.1,low,0.5,low,0.8,low,1.7,mid,0.8,0.6,1.8,1.033333333333332,0.5859465277082285,1.6000000000000003,0.7509993342207434,1.5249999999999997,0.5545268253204698,5,6,23,-0.9749279121818236,-0.2225209339563146,-0.25881904510252157,0.9659258262890681
1.1,895.0,5.6,792.0,39.0,975.0,58.0,1574.0,733.0,21.9,52.7,1.365,2004-06-06 00:00:00,low,0.6,low,0.7,low,0.8,low,1.4,low,1.7,0.8,0.6,1.1999999999999986,0.45825756949558044,1.4000000000000001,0.6841052550594827,1.4999999999999998,0.5672902095208242,6,6,0,-0.7818314824680299,0.6234898018587334,0.0,1.0
0.6,810.0,3.8,702.0,15.0,1093.0,24.0,1529.0,612.0,21.3,54.9,1.3707,2004-06-06 01:00:00,low,1.1,low,1.0,low,0.5,low,0.8,low,1.1,1.7,0.8,1.1333333333333322,0.5507570547286071,1.1,0.5366563145999497,1.433333333333333,0.6242571342779901,6,6,1,-0.7818314824680299,0.6234898018587334,0.25881904510252074,0.9659258262890683
1.1,968.0,6.6,840.0,47.0,891.0,58.0,1727.0,788.0,17.5,79.1,1.5709,2004-06-06 02:00:00,low,1.1,low,1.2,low,0.5,low,0.4,low,0.6,1.1,1.7,0.9333333333333321,0.2886751345948067,0.9833333333333335,0.41673332800085333,1.4416666666666664,0.6185883244545713,6,6,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
1.1,922.0,7.0,859.0,,871.0,,1739.0,728.0,17.6,78.6,1.5722,2004-06-06 03:00:00,low,1.0,low,0.7,low,0.7,low,0.3,low,1.1,0.6,1.1,0.9333333333333321,0.2886751345948067,1.0666666666666667,0.37237973450050527,1.4249999999999998,0.6254089571123542,6,6,3,-0.7818314824680299,0.6234898018587334,0.7071067811865475,0.7071067811865476
1.0,892.0,5.2,773.0,49.0,926.0,62.0,1660.0,724.0,17.1,81.8,1.5816,2004-06-06 04:00:00,low,0.5,low,0.9,low,0.9,low,,high,1.1,1.1,0.6,1.0666666666666653,0.05773502691893309,1.1000000000000003,0.35213633723318033,1.3499999999999996,0.6171783299088602,6,6,4,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
0.5,806.0,2.4,615.0,21.0,1172.0,34.0,1525.0,543.0,16.6,80.2,1.5002,2004-06-06 05:00:00,low,0.7,low,0.8,low,1.0,low,0.5,low,1.0,1.1,1.1,0.8666666666666654,0.3214550253664261,0.9000000000000004,0.27568097504180455,1.2499999999999998,0.6515715268068838,6,6,5,-0.7818314824680299,0.6234898018587334,0.9659258262890683,0.25881904510252074
0.7,827.0,3.1,659.0,33.0,1115.0,46.0,1552.0,616.0,16.8,77.4,1.4739,2004-06-06 06:00:00,low,1.0,low,0.8,low,1.2,low,1.5,mid,0.5,1.0,1.1,0.733333333333332,0.25166114784235066,0.8333333333333335,0.26583202716502524,1.1166666666666665,0.5765624358421573,6,6,6,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
1.0,881.0,5.2,776.0,63.0,1037.0,62.0,1623.0,677.0,18.3,66.5,1.381,2004-06-06 07:00:00,low,1.2,low,0.5,low,1.3,low,2.6,high,0.7,0.5,1.0,0.733333333333332,0.25166114784235066,0.9000000000000002,0.2449489742783179,0.9999999999999997,0.4112066501054044,6,6,7,-0.7818314824680299,0.6234898018587334,0.9659258262890683,-0.25881904510252063
1.2,877.0,5.9,808.0,73.0,1011.0,70.0,1614.0,723.0,20.4,55.8,1.3196,2004-06-06 08:00:00,low,0.7,low,0.5,low,1.6,mid,4.3,high,1.0,0.7,0.5,0.9666666666666653,0.2516611478423514,0.9166666666666669,0.26394443859772215,0.9499999999999997,0.3343922574136268,6,6,8,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.49999999999999983
0.7,784.0,2.8,638.0,51.0,1314.0,54.0,1412.0,529.0,21.6,45.3,1.1533,2004-06-06 09:00:00,low,0.9,low,0.7,low,1.4,low,3.1,high,1.2,1.0,0.7,0.9666666666666653,0.2516611478423514,0.8500000000000001,0.25884358211089575,0.958333333333333,0.3260182184907436,6,6,9,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475
0.9,806.0,3.4,675.0,61.0,1270.0,61.0,1414.0,528.0,23.1,39.4,1.0983,2004-06-06 10:00:00,low,0.8,low,0.9,low,1.7,mid,2.9,high,0.7,1.2,1.0,0.9333333333333319,0.2516611478423513,0.8333333333333335,0.2503331114069145,0.9666666666666663,0.3228659539846585,6,6,10,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.8,775.0,3.0,653.0,52.0,1349.0,53.0,1365.0,491.0,25.4,31.6,1.0058,2004-06-06 11:00:00,low,0.8,low,1.0,low,1.7,mid,2.5,high,0.9,0.7,1.2,0.7999999999999986,0.09999999999998123,0.8833333333333334,0.19407902170679522,0.8916666666666665,0.22746961169005345,6,6,11,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682
0.8,773.0,3.4,676.0,49.0,1331.0,49.0,1374.0,489.0,26.6,29.0,0.9928,2004-06-06 12:00:00,low,0.5,low,1.2,low,1.4,low,1.9,mid,0.8,0.9,0.7,0.833333333333332,0.057735026918930454,0.9000000000000002,0.1788854381999832,0.8666666666666664,0.21881222058831026,6,6,12,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
0.5,734.0,2.3,603.0,40.0,1471.0,48.0,1303.0,450.0,25.9,28.8,0.9475,2004-06-06 13:00:00,low,0.5,low,1.3,low,0.8,low,2.5,high,0.8,0.8,0.9,0.6999999999999987,0.17320508075687635,0.8166666666666669,0.23166067138525404,0.858333333333333,0.23143164446679615,6,6,13,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890683
0.5,757.0,2.7,635.0,36.0,1445.0,45.0,1345.0,451.0,27.0,28.0,0.981,2004-06-06 14:00:00,low,0.7,low,1.6,mid,0.4,low,2.5,high,0.5,0.8,0.8,0.5999999999999986,0.17320508075687577,0.7000000000000002,0.16733200530681505,0.808333333333333,0.2391588796113772,6,6,14,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
0.7,817.0,3.6,688.0,51.0,1299.0,60.0,1435.0,512.0,23.6,38.1,1.0917,2004-06-06 15:00:00,low,0.9,low,1.4,low,0.3,low,2.8,high,0.5,0.5,0.8,0.5666666666666653,0.11547005383790684,0.7000000000000002,0.16733200530681505,0.7749999999999998,0.22207697273283727,6,6,15,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479
0.9,815.0,4.2,720.0,56.0,1225.0,59.0,1418.0,525.0,25.9,32.0,1.0529,2004-06-06 16:00:00,low,1.0,low,1.7,mid,,high,2.3,mid,0.7,0.5,0.5,0.6999999999999987,0.19999999999999013,0.7000000000000002,0.16733200530681505,0.7666666666666665,0.21461734799546284,6,6,16,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004
1.0,844.0,4.9,757.0,71.0,1186.0,67.0,1445.0,556.0,26.3,31.5,1.0643,2004-06-06 17:00:00,low,1.2,low,1.7,mid,0.5,low,3.3,high,0.9,0.7,0.5,0.8666666666666654,0.15275252316518292,0.7333333333333335,0.20655911179772884,0.8083333333333331,0.20652243256245714,6,6,17,-0.7818314824680299,0.6234898018587334,-0.9659258262890683,-0.25881904510252063
1.2,880.0,5.9,807.0,79.0,1123.0,72.0,1510.0,599.0,23.9,36.8,1.0774,2004-06-06 18:00:00,low,1.3,low,1.4,low,1.5,mid,2.8,high,1.0,0.9,0.7,1.033333333333332,0.15275252316518412,0.8000000000000002,0.28284271247461895,0.8499999999999996,0.23159525823376242,6,6,18,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
1.3,906.0,6.6,838.0,117.0,1084.0,88.0,1547.0,694.0,23.7,36.8,1.0609,2004-06-06 19:00:00,low,1.6,mid,0.8,low,2.6,high,4.8,high,1.2,1.0,0.9,1.1666666666666654,0.1527525231651852,0.9333333333333335,0.3011090610836324,0.8749999999999997,0.2632834628649913,6,6,19,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203
1.6,904.0,7.6,882.0,127.0,1048.0,94.0,1549.0,744.0,22.5,37.8,1.0157,2004-06-06 20:00:00,mid,1.4,low,0.4,low,4.3,high,2.5,high,1.3,1.2,1.0,1.3666666666666654,0.20816659994660763,1.116666666666667,0.31885210782848333,0.9083333333333331,0.32601821849074364,6,6,20,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001
1.4,877.0,7.0,858.0,118.0,1080.0,89.0,1535.0,724.0,21.8,39.2,1.0115,2004-06-06 21:00:00,low,1.7,mid,0.3,low,3.1,high,2.0,mid,1.6,1.3,1.2,1.4333333333333318,0.1527525231651875,1.2333333333333334,0.25819888974716143,0.9666666666666665,0.3472838329177735,6,6,21,-0.7818314824680299,0.6234898018587334,-0.7071067811865477,0.7071067811865474
1.7,918.0,7.5,879.0,130.0,1030.0,96.0,1569.0,804.0,20.9,42.6,1.04,2004-06-06 22:00:00,mid,1.7,mid,,high,2.9,high,1.8,mid,1.4,1.6,1.3,1.5666666666666653,0.15275252316518867,1.366666666666667,0.2581988897471615,1.033333333333333,0.40526833609649743,6,6,22,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
1.7,930.0,8.4,914.0,131.0,991.0,98.0,1631.0,862.0,20.0,45.6,1.0555,2004-06-06 23:00:00,mid,1.4,low,0.5,low,2.5,high,1.7,mid,1.7,1.4,1.6,1.5999999999999985,0.1732050807568827,1.4833333333333334,0.21369760566432866,1.108333333333333,0.4399552318822966,6,6,23,-0.7818314824680299,0.6234898018587334,-0.25881904510252157,0.9659258262890681
1.4,870.0,7.0,858.0,102.0,1061.0,95.0,1557.0,811.0,19.3,47.9,1.059,2004-06-07 00:00:00,low,0.8,low,1.5,mid,1.9,mid,1.3,low,1.7,1.7,1.4,1.5999999999999985,0.1732050807568827,1.5166666666666668,0.17224014243685162,1.158333333333333,0.4358029857908751,0,6,0,0.0,1.0,0.0,1.0
0.8,793.0,3.9,703.0,48.0,1222.0,64.0,1439.0,627.0,18.7,49.0,1.0462,2004-06-07 01:00:00,low,0.4,low,2.6,high,2.5,high,0.7,low,1.4,1.7,1.7,1.2999999999999987,0.4582575694955811,1.4333333333333336,0.3386246693120082,1.1833333333333331,0.401889476740995,0,6,1,0.0,1.0,0.25881904510252074,0.9659258262890683
0.4,760.0,2.6,626.0,22.0,1263.0,38.0,1386.0,575.0,17.8,54.1,1.0938,2004-06-07 02:00:00,low,0.3,low,4.3,high,2.5,high,0.5,low,0.8,1.4,1.7,0.8666666666666654,0.5033222956847125,1.2333333333333334,0.524086506854228,1.1749999999999998,0.41805828214822693,0,6,2,0.0,1.0,0.49999999999999994,0.8660254037844387
0.3,733.0,2.0,588.0,,1281.0,,1394.0,589.0,18.6,52.7,1.1206,2004-06-07 03:00:00,low,,high,3.1,high,2.8,high,0.4,low,0.4,0.8,1.4,0.49999999999999867,0.26457513110644926,1.05,0.6348228099241552,1.1416666666666664,0.4718596350097288,0,6,3,0.0,1.0,0.7071067811865475,0.7071067811865476
,726.0,2.1,591.0,22.0,1263.0,34.0,1386.0,579.0,17.2,57.9,1.127,2004-06-07 04:00:00,high,0.5,low,2.9,high,2.3,mid,0.3,low,0.3,0.4,0.8,,,,,,,0,6,4,0.0,1.0,0.8660254037844386,0.5000000000000001
0.5,732.0,2.4,613.0,44.0,1273.0,40.0,1413.0,605.0,18.2,54.1,1.1155,2004-06-07 05:00:00,low,1.5,mid,2.5,high,3.3,high,0.5,low,,0.3,0.4,,,,,,,0,6,5,0.0,1.0,0.9659258262890683,0.25881904510252074
1.5,933.0,9.6,962.0,167.0,867.0,76.0,1705.0,974.0,17.3,57.6,1.1289,2004-06-07 06:00:00,mid,2.6,high,1.9,mid,2.8,high,1.4,low,0.5,,0.3,,,,,,,0,6,6,0.0,1.0,1.0,6.123233995736766e-17
2.6,1061.0,15.4,1162.0,220.0,777.0,90.0,1898.0,1132.0,19.9,49.4,1.1354,2004-06-07 07:00:00,high,4.3,high,2.5,high,4.8,high,3.3,high,1.5,0.5,,1.533333333333332,1.0503967504392477,,,,,0,6,7,0.0,1.0,0.9659258262890683,-0.25881904510252063
4.3,1201.0,25.0,1428.0,285.0,664.0,118.0,2249.0,1378.0,21.7,44.2,1.1321,2004-06-07 08:00:00,high,3.1,high,2.5,high,2.5,high,5.8,high,2.6,1.5,0.5,2.7999999999999985,1.410673597966589,,,,,0,6,8,0.0,1.0,0.8660254037844387,-0.49999999999999983
3.1,1065.0,15.1,1151.0,272.0,801.0,118.0,1894.0,1160.0,23.5,40.0,1.1386,2004-06-07 09:00:00,high,2.9,high,2.8,high,2.0,mid,5.0,high,4.3,2.6,1.5,3.333333333333332,0.8736894948054124,,,,,0,6,9,0.0,1.0,0.7071067811865476,-0.7071067811865475
2.9,1075.0,17.4,1222.0,238.0,774.0,122.0,1943.0,1213.0,28.4,29.7,1.1345,2004-06-07 10:00:00,high,2.5,high,2.3,mid,1.8,mid,3.5,high,3.1,4.3,2.6,3.4333333333333322,0.757187779440039,2.483333333333334,1.3242608000944025,,,0,6,10,0.0,1.0,0.49999999999999994,-0.8660254037844387
2.5,998.0,14.1,1119.0,207.0,832.0,120.0,1780.0,1057.0,31.6,24.1,1.0994,2004-06-07 11:00:00,high,1.9,mid,3.3,high,1.7,mid,2.9,high,2.9,3.1,4.3,2.833333333333332,0.30550504633039266,2.816666666666667,0.9130534851073442,,,0,6,11,0.0,1.0,0.258819045102521,-0.9659258262890682
1.9,922.0,11.8,1042.0,152.0,887.0,132.0,1744.0,832.0,31.3,24.1,1.0816,2004-06-07 12:00:00,mid,2.5,high,2.8,high,1.3,low,2.5,high,2.5,2.9,3.1,2.433333333333332,0.5033222956847174,2.8833333333333333,0.8060190237622603,,,0,6,12,0.0,1.0,1.2246467991473532e-16,-1.0
2.5,1023.0,14.9,1147.0,185.0,829.0,115.0,1842.0,983.0,34.4,20.4,1.0857,2004-06-07 13:00:00,high,2.5,high,4.8,high,0.7,low,2.3,mid,1.9,2.5,2.9,2.2999999999999985,0.34641016151377596,2.8666666666666667,0.8140434058861156,,,0,6,13,0.0,1.0,-0.2588190451025208,-0.9659258262890683
